ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
268782130,2023-05-24,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,M,28,1,<18,M,WHITE HISPANIC,997407,233806,40.8084177460021,-73.9524740603515,POINT (-73.9524740603515 40.8084177460021)
267078672,2023-04-22,748.0,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,7,2,25-44,M,BLACK,989609,198630,40.711871,-73.980667,POINT (-73.980667 40.711871)
267136161,2023-04-23,681.0,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,PL 2601001,M,B,49,0,18-24,U,BLACK,1027434,251387,40.8565767275976,-73.8438936779283,POINT (-73.8438936779283 40.8565767275976)
269460500,2023-06-07,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,63,0,18-24,M,ASIAN / PACIFIC ISLANDER,1000520,168264,40.628508,-73.941384,POINT (-73.941384 40.628508)
264640295,2023-03-06,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,M,BLACK,1000148,181215,40.66405572,-73.94269551,POINT (-73.94269551 40.66405572)
263649019,2023-02-15,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,107,1,45-64,M,BLACK,1034146,197882,40.7096764,-73.82002622,POINT (-73.82002622 40.7096764)
266553028,2023-04-12,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,45,0,25-44,M,BLACK,1030981,250988,40.855458,-73.831073,POINT (-73.831073 40.855458)
266657417,2023-04-13,748.0,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2155007,M,B,44,0,25-44,M,BLACK,1008652,241755,40.830204,-73.91182,POINT (-73.91182 40.830204)
267495718,2023-04-30,114.0,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,120,0,18-24,M,ASIAN / PACIFIC ISLANDER,956426,162693,40.61319,-74.100215,POINT (-74.100215 40.61319)
269356832,2023-06-06,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,46,0,25-44,M,BLACK HISPANIC,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578)
265176277,2023-03-15,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,B,48,0,<18,M,WHITE HISPANIC,1014957,246924,40.84437104,-73.8890163,POINT (-73.8890163 40.84437104)
267550166,2023-05-01,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,Q,105,0,25-44,M,BLACK,1052693,187158,40.68011759,-73.75323687,POINT (-73.75323687 40.68011759)
266772585,2023-04-16,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1701501,F,M,7,0,25-44,M,BLACK,987096,198402,40.71124391,-73.9897343,POINT (-73.9897343 40.71124391)
267818550,2023-05-06,750.0,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,K,83,0,25-44,M,BLACK,1007825,189027,40.685481,-73.914995,POINT (-73.914995 40.685481)
263009253,2023-02-04,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,71,0,25-44,M,BLACK,1003311,182296,40.66701658,-73.9312914,POINT (-73.9312914 40.66701658)
267017311,2023-04-20,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,M,34,0,25-44,M,BLACK,1005250,254387,40.864885,-73.924076,POINT (-73.924076 40.864885)
269809564,2023-06-13,494.0,"STOLEN PROPERTY 2,1,POSSESSION",111.0,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,K,72,0,18-24,F,BLACK HISPANIC,980255,172878,40.64118584,-74.01439507,POINT (-74.01439507 40.64118584)
268285343,2023-05-15,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,14,0,18-24,M,BLACK,987078,215157,40.75723226,-73.98979219,POINT (-73.98979219 40.75723226)
265217939,2023-03-16,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,68,0,45-64,M,WHITE,974779,162354,40.61229551,-74.03411183,POINT (-74.03411183 40.61229551)
262902115,2023-02-02,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,S,122,0,45-64,M,WHITE HISPANIC,944553,137300,40.543446,-74.142827,POINT (-74.142827 40.543446)
269441361,2023-06-07,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031B,F,Q,103,0,18-24,M,WHITE HISPANIC,1039788,196518,40.7059,-73.799683,POINT (-73.799683 40.7059)
265270901,2023-03-17,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,B,43,0,25-44,F,WHITE HISPANIC,1026551,238812,40.82206,-73.847161,POINT (-73.847161 40.82206)
269969975,2023-06-17,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,75,0,25-44,M,WHITE HISPANIC,1014471,178389,40.65626168022815,-73.8910808434055,POINT (-73.8910808434055 40.65626168022815)
262889790,2023-02-02,117.0,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,PL 1202500,F,B,43,0,18-24,M,BLACK,1022365,242755,40.83289949,-73.86226545,POINT (-73.86226545 40.83289949)
269641021,2023-06-10,173.0,FORCIBLE TOUCHING,233.0,SEX CRIMES,PL 1305200,M,K,78,2,45-64,M,WHITE HISPANIC,991330,187303,40.6807856126343,-73.9744751162161,POINT (-73.9744751162161 40.6807856126343)
265477046,2023-03-22,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,Q,103,0,18-24,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439)
270352481,2023-06-25,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,28,0,25-44,M,BLACK HISPANIC,997439,233857,40.80855,-73.952355,POINT (-73.952355 40.80855)
270235070,2023-06-22,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,Q,102,0,25-44,M,BLACK,1031076,193778,40.69843,-73.831128,POINT (-73.831128 40.69843)
265176288,2023-03-15,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,K,77,0,25-44,M,BLACK,1003508,185056,40.674593,-73.930572,POINT (-73.930572 40.674593)
261204305,2023-01-01,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,78,0,25-44,F,BLACK,991360,187427,40.681119,-73.974365,POINT (-73.974365 40.681119)
263413507,2023-02-11,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,BLACK,987220,212676,40.750423,-73.98928,POINT (-73.98928 40.750423)
263670645,2023-02-15,705.0,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,107,0,<18,M,WHITE HISPANIC,1040665,199309,40.713554,-73.79650045,POINT (-73.79650045 40.713554)
268472112,2023-05-18,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,61,0,45-64,M,BLACK,995118,155708,40.594054,-73.960866,POINT (-73.960866 40.594054)
266518217,2023-04-11,848.0,"NY STATE LAWS,UNCLASSIFIED MIS",364.0,OTHER STATE LAWS (NON PENAL LA,PRL252401A,M,Q,110,0,45-64,M,WHITE HISPANIC,1022651,212300,40.74930759,-73.86140607,POINT (-73.86140607 40.74930759)
266854754,2023-04-18,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,77,0,25-44,M,BLACK HISPANIC,1003358,182945,40.66879784,-73.93112014,POINT (-73.93112014 40.66879784)
263591610,2023-02-14,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,79,0,18-24,M,BLACK,1001096,193043,40.696522,-73.939249,POINT (-73.939249 40.696522)
264565791,2023-03-04,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,M,19,0,25-44,M,WHITE HISPANIC,995299,219969,40.77043351,-73.96011016,POINT (-73.96011016 40.77043351)
270057957,2023-06-19,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1702500,F,M,14,1,25-44,M,WHITE HISPANIC,987341,215631,40.75853318,-73.98884266,POINT (-73.98884266 40.75853318)
266941558,2023-04-19,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,B,40,0,25-44,M,BLACK,1010825,235711,40.813609,-73.903994,POINT (-73.903994 40.813609)
263188347,2023-02-07,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,S,122,0,25-44,M,WHITE HISPANIC,960580,149986,40.578322,-74.085207,POINT (-74.085207 40.578322)
263812368,2023-02-17,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,44,0,18-24,M,BLACK HISPANIC,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567)
268696926,2023-05-23,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,B,47,0,45-64,M,WHITE HISPANIC,1021781,256461,40.870523,-73.864296,POINT (-73.864296 40.870523)
270571776,2023-06-29,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,6,0,18-24,M,WHITE,982745,206647,40.733876,-74.005428,POINT (-74.005428 40.733876)
267525413,2023-05-01,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,41,0,45-64,M,BLACK,1015755,235626,40.813359,-73.886184,POINT (-73.886184 40.813359)
267845454,2023-05-07,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402501,F,B,47,0,25-44,M,BLACK,1023704,259409,40.878605,-73.857326,POINT (-73.857326 40.878605)
261508249,2023-01-06,203.0,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 140100E,M,K,79,2,25-44,M,BLACK,1000301,192923,40.696192,-73.942116,POINT (-73.942116 40.696192)
269490002,2023-06-08,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,103,0,25-44,M,BLACK,1041879,197083,40.707439,-73.792139,POINT (-73.792139 40.707439)
263609255,2023-02-14,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,61,0,65+,M,BLACK,1001086,153254,40.58730693,-73.93938423,POINT (-73.93938423 40.58730693)
262426061,2023-01-24,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,M,9,0,18-24,M,BLACK,990324,202686,40.723001,-73.978086,POINT (-73.978086 40.723001)
263410652,2023-02-11,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,25-44,M,BLACK,1004297,242846,40.833209,-73.927554,POINT (-73.927554 40.833209)
263702579,2023-02-16,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,67,0,25-44,F,BLACK,997897,175676,40.648859,-73.95082,POINT (-73.95082 40.648859)
264291143,2023-02-27,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651502,M,M,30,0,45-64,M,BLACK,998818,240058,40.825569,-73.947361,POINT (-73.947361 40.825569)
270017289,2023-06-18,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,113,3,18-24,M,BLACK,1046315,187088,40.6799807384666,-73.7762339071953,POINT (-73.7762339071953 40.6799807384666)
264039760,2023-02-22,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,K,79,2,18-24,M,BLACK,999516,192804,40.695867,-73.944946,POINT (-73.944946 40.695867)
270445394,2023-06-27,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,Q,107,0,25-44,M,BLACK,1037315,201674,40.720068,-73.808562,POINT (-73.808562 40.720068)
262699430,2023-01-30,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,7,0,25-44,F,BLACK,987559,201831,40.720656,-73.988061,POINT (-73.988061 40.720656)
267170962,2023-04-24,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,Q,114,0,25-44,F,BLACK,1002728,213586,40.752902,-73.933305,POINT (-73.933305 40.752902)
264517302,2023-03-03,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,M,30,0,25-44,M,BLACK,998264,242156,40.831329,-73.949359,POINT (-73.949359 40.831329)
263642085,2023-02-15,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450003,M,Q,115,0,18-24,M,WHITE HISPANIC,1022938,214115,40.75429,-73.860356,POINT (-73.860356 40.75429)
262929240,2023-02-02,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,K,75,0,25-44,M,WHITE HISPANIC,1021651,186664,40.67894726,-73.86515761,POINT (-73.86515761 40.67894726)
264043492,2023-02-22,478.0,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,84,1,25-44,M,BLACK,990141,188391,40.68376454,-73.97875956,POINT (-73.97875956 40.68376454)
269768379,2023-06-13,507.0,"CONTROLLED SUBSTANCE, POSSESSI",117.0,DANGEROUS DRUGS,PL 2200603,F,K,62,0,45-64,M,WHITE,986946,159814,40.60532839,-73.99029079,POINT (-73.99029079 40.60532839)
265891046,2023-03-29,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,63,0,25-44,M,WHITE,1008560,161527,40.609997,-73.912443,POINT (-73.912443 40.609997)
268955270,2023-05-28,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,63,0,65+,M,ASIAN / PACIFIC ISLANDER,1001556,161474,40.60987,-73.93767,POINT (-73.93767 40.60987)
262843944,2023-02-01,503.0,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,PL 2201601,F,B,40,0,25-44,M,WHITE HISPANIC,1004703,236313,40.815278,-73.926109,POINT (-73.926109 40.815278)
262111736,2023-01-18,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1702500,F,K,81,0,25-44,M,BLACK,1002796,192779,40.69579112,-73.93311895,POINT (-73.93311895 40.69579112)
268934388,2023-05-27,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,B,40,0,45-64,M,WHITE HISPANIC,1010329,236424,40.815567,-73.905782,POINT (-73.905782 40.815567)
266353723,2023-04-07,705.0,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,PL 1702000,M,K,75,2,45-64,M,BLACK,1015455,178234,40.65583282657356,-73.88753514144284,POINT (-73.88753514144284 40.65583282657356)
266502481,2023-04-11,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0,25-44,M,BLACK,997245,204129,40.726956,-73.953115,POINT (-73.953115 40.726956)
267451708,2023-04-28,905.0,"INTOXICATED DRIVING,ALCOHOL",347.0,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,68,0,25-44,M,WHITE HISPANIC,983916,166195,40.62284332,-74.00120316,POINT (-74.00120316 40.62284332)
262250470,2023-01-20,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE HISPANIC,988210,218129,40.76539,-73.985702,POINT (-73.985702 40.76539)
265692632,2023-03-26,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,79,0,25-44,M,BLACK,999244,191941,40.69349773,-73.94593012,POINT (-73.94593012 40.69349773)
268428017,2023-05-18,507.0,"CONTROLLED SUBSTANCE, POSSESSI",117.0,DANGEROUS DRUGS,PL 2200603,F,B,40,1,45-64,M,WHITE,1007046,236603,40.81606683,-73.91764392,POINT (-73.91764392 40.81606683)
262988862,2023-02-03,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,Q,106,0,18-24,M,BLACK HISPANIC,1031648,188057,40.68272284,-73.82910556,POINT (-73.82910556 40.68272284)
266744675,2023-04-16,759.0,"PUBLIC ADMINISTATION,UNCLASS M",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,B,45,0,25-44,M,WHITE HISPANIC,1025880,243311,40.83440968,-73.84956002,POINT (-73.84956002 40.83440968)
261564716,2023-01-08,847.0,"NY STATE LAWS,UNCLASSIFIED FEL",125.0,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,M,34,0,18-24,M,BLACK HISPANIC,1004098,251509,40.856988,-73.92825,POINT (-73.92825 40.856988)
263680561,2023-02-16,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1030108,214693,40.75584023,-73.83447658,POINT (-73.83447658 40.75584023)
265871663,2023-03-29,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,Q,105,0,45-64,M,BLACK,1057766,203992,40.726284,-73.73476,POINT (-73.73476 40.726284)
266532412,2023-04-11,750.0,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,B,40,0,25-44,M,BLACK,1007737,236070,40.814603,-73.915148,POINT (-73.915148 40.814603)
268659565,2023-05-22,203.0,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,PL 140100A,M,M,14,0,25-44,M,BLACK,989542,212738,40.750594,-73.980898,POINT (-73.980898 40.750594)
261508377,2023-01-06,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,2,<18,M,BLACK,1008878,184163,40.67213,-73.911217,POINT (-73.911217 40.67213)
263990697,2023-02-21,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,M,BLACK,1015266,257032,40.87211337,-73.88785272,POINT (-73.88785272 40.87211337)
265891113,2023-03-30,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,BLACK,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104)
265303143,2023-03-18,779.0,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,122,0,45-64,M,WHITE,945112,142281,40.557119,-74.140847,POINT (-74.140847 40.557119)
266468821,2023-04-10,782.0,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,M,14,0,18-24,M,WHITE HISPANIC,985783,214675,40.75590961,-73.99446666,POINT (-73.99446666 40.75590961)
270031596,2023-06-18,113.0,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,M,23,0,18-24,F,BLACK,999154,226675,40.788836,-73.946175,POINT (-73.946175 40.788836)
267930531,2023-05-09,502.0,"CONTROLLED SUBSTANCE,POSSESS.",117.0,DANGEROUS DRUGS,PL 2201611,F,Q,105,0,25-44,M,BLACK,1057401,192551,40.694885,-73.736202,POINT (-73.736202 40.694885)
262205678,2023-01-20,268.0,CRIMINAL MIS 2 & 3,121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,M,5,0,18-24,M,BLACK,984606,199399,40.713983,-73.998714,POINT (-73.998714 40.713983)
266426973,2023-04-09,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,M,5,0,<18,M,ASIAN / PACIFIC ISLANDER,984540,200617,40.717325,-73.998951,POINT (-73.998951 40.717325)
262362112,2023-01-23,639.0,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,B,43,0,25-44,M,WHITE HISPANIC,1020183,239282,40.823378,-73.870168,POINT (-73.870168 40.823378)
266392692,2023-04-08,739.0,"FRAUD,UNCLASSIFIED-FELONY",112.0,THEFT-FRAUD,PL 1753501,F,M,26,0,25-44,U,BLACK,996175,236405,40.81554474,-73.95691839,POINT (-73.95691839 40.81554474)
269481787,2023-06-07,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,114,0,25-44,M,WHITE HISPANIC,1013339,218655,40.76678597,-73.89498669,POINT (-73.89498669 40.76678597)
269352866,2023-06-05,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031B,F,B,43,0,18-24,M,UNKNOWN,1021878,240964,40.827987,-73.864034,POINT (-73.864034 40.827987)
262561452,2023-01-26,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN",107.0,BURGLARY,PL 1402000,F,Q,100,0,25-44,M,WHITE,1035353,152906,40.586222,-73.816011,POINT (-73.816011 40.586222)
265940408,2023-03-31,969.0,"TRAFFIC,UNCLASSIFIED INFRACTIO",881.0,OTHER TRAFFIC INFRACTION,VTL051101A,M,Q,100,0,18-24,M,ASIAN / PACIFIC ISLANDER,1033769,163341,40.61487131,-73.82163972,POINT (-73.82163972 40.61487131)
264026406,2023-02-22,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,Q,102,0,45-64,M,WHITE,1031076,193778,40.69843,-73.831128,POINT (-73.831128 40.69843)
270057990,2023-06-19,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,Q,101,0,<18,M,BLACK,1044590,156200,40.595206,-73.782724,POINT (-73.782724 40.595206)
268559566,2023-05-20,339.0,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,B,52,0,45-64,U,UNKNOWN,1009475,257692,40.873944,-73.908788,POINT (-73.908788 40.873944)
264443655,2023-03-02,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,S,120,0,25-44,M,WHITE,962922,174083,40.64446853,-74.0768544,POINT (-74.0768544 40.64446853)
265871643,2023-03-29,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,<18,M,BLACK,1014439,187793,40.682076,-73.891151,POINT (-73.891151 40.682076)
269249456,2023-06-03,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,61,0,18-24,F,BLACK,1002184,155832,40.594382,-73.935424,POINT (-73.935424 40.594382)
264448493,2023-03-02,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B3,F,Q,102,0,45-64,M,WHITE HISPANIC,1030863,197209,40.707849,-73.831871,POINT (-73.831871 40.707849)
270540406,2023-06-28,802.0,ALCOHOLIC BEVERAGE CONTROL LAW,346.0,ALCOHOLIC BEVERAGE CONTROL LAW,ABC0064B00,M,Q,109,0,45-64,F,ASIAN / PACIFIC ISLANDER,1031155,215723,40.758663,-73.830689,POINT (-73.830689 40.758663)
270480342,2023-06-27,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,122,0,25-44,F,BLACK HISPANIC,949044,142543,40.55785344,-74.12669865,POINT (-74.12669865 40.55785344)
265743331,2023-03-28,507.0,"CONTROLLED SUBSTANCE, POSSESSI",117.0,DANGEROUS DRUGS,PL 2200603,F,K,75,2,25-44,F,WHITE,1013210,182270,40.666921,-73.895607,POINT (-73.895607 40.666921)
270231490,2023-06-22,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,B,45,0,25-44,M,BLACK,1032140,242004,40.830792,-73.826946,POINT (-73.826946 40.830792)
269422476,2023-06-06,114.0,OBSTR BREATH/CIRCUL,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,123,0,25-44,M,ASIAN / PACIFIC ISLANDER,929005,140134,40.55114,-74.198793,POINT (-74.198793 40.55114)
269687555,2023-06-12,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,M,23,2,25-44,M,BLACK,997937,227357,40.79071,-73.950569,POINT (-73.950569 40.79071)
261816842,2023-01-12,101.0,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,45-64,F,BLACK,997696,182040,40.666327,-73.951531,POINT (-73.951531 40.666327)
261233252,2023-01-02,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,B,40,0,45-64,M,BLACK HISPANIC,1005040,234533,40.810391,-73.924895,POINT (-73.924895 40.810391)
266677044,2023-04-14,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031B,F,K,75,0,25-44,M,BLACK,1014537,181078,40.66364216,-73.89083089,POINT (-73.89083089 40.66364216)
261543309,2023-01-07,792.0,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265031C,F,Q,105,0,18-24,M,BLACK,1056927,192064,40.69355,-73.737918,POINT (-73.737918 40.69355)
270428556,2023-06-26,511.0,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,M,10,0,45-64,M,BLACK,985514,215119,40.75713,-73.995436,POINT (-73.995436 40.75713)
262736459,2023-01-30,500.0,"CONTROLLED SUBSTANCE,POSSESS.",117.0,DANGEROUS DRUGS,PL 2202101,F,B,49,0,25-44,M,WHITE HISPANIC,1023353,248383,40.848344,-73.85866,POINT (-73.85866 40.848344)
