DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
211911733,08/04/2021 12:00:00 AM,08/04/2021 12:00:00 AM,1230,19,Mission,1917,2,624,BATTERY - SIMPLE ASSAULT,0416,44,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,FOOTHILL,HUBBARD,34.3115,-118.4388
220121290,09/26/2022 12:00:00 AM,09/18/2022 12:00:00 AM,700,1,Central,147,1,121,"RAPE, FORCIBLE",1218 0913 0527 2034 1262 1817,21,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,400 E  5TH                          ST,,34.0453,-118.2443
231007693,04/06/2023 12:00:00 AM,04/06/2023 12:00:00 AM,700,10,West Valley,1041,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6000    YOLANDA                      AV,,34.1776,-118.5523
210308594,04/09/2021 12:00:00 AM,03/24/2021 12:00:00 AM,1200,3,Southwest,393,2,886,DISTURBING THE PEACE,0913 0603 1202 0319,65,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,886.0,,,,2800 W  42ND                         ST,,34.0073,-118.3248
201604056,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,600,16,Foothill,1676,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 1309 0358,29,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,8600    GLENOAKS                     BL,,34.2262,-118.3629
201315736,08/20/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2000,13,Newton,1367,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100 0430 0302 0906,37,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,45TH                         ST,ALAMEDA,34.0028,-118.242
200313450,06/30/2020 12:00:00 AM,06/09/2020 12:00:00 AM,1200,3,Southwest,377,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3900 S  BUDLONG                      AV,,34.0145,-118.298
221114368,09/23/2022 12:00:00 AM,09/23/2022 12:00:00 AM,150,11,Northeast,1136,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,69,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,900    OLANCHA                      DR,,34.1131,-118.2161
210308648,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1030,3,Southwest,325,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344 1309 0326,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,2800 S  VERMONT                      AV,,34.0291,-118.2915
211910148,06/23/2021 12:00:00 AM,05/30/2021 12:00:00 AM,1,19,Mission,1995,2,354,THEFT OF IDENTITY,1822,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,14700    STRATHERN                    ST,,34.2161,-118.4536
210713529,09/26/2021 12:00:00 AM,09/26/2021 12:00:00 AM,307,7,Wilshire,759,1,310,BURGLARY,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,1100    CRENSHAW                     BL,,34.0527,-118.3241
200615793,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1550,6,Hollywood,645,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329 1609,70,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740.0,,,,1600 N  LA BREA                      AV,,34.0998,-118.3447
221705697,01/16/2022 12:00:00 AM,01/15/2022 12:00:00 AM,1915,17,Devonshire,1793,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 0377 0354,47,F,W,108.0,PARKING LOT,,,IC,Invest Cont,341.0,,,,8800    TAMPA                        AV,,34.2299,-118.5535
201815038,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,958,18,Southeast,1826,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0432,53,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1400 E  100TH                        ST,,33.9461,-118.2467
212004563,01/15/2021 12:00:00 AM,01/15/2021 12:00:00 AM,1820,20,Olympic,2027,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,51,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3200 W  6TH                          ST,,34.0636,-118.2923
230406381,03/14/2023 12:00:00 AM,03/13/2023 12:00:00 AM,2200,4,Hollenbeck,414,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,51,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,2800    JOHNSTON                     ST,,34.0792,-118.2102
200508056,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1040,5,Harbor,532,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 0432 0554 0913 0602 0305,26,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,1100    WILMINGTON                   BL,,33.7844,-118.2746
220900779,06/02/2022 12:00:00 AM,05/27/2022 12:00:00 AM,1,9,Van Nuys,926,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,50,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,13800    HAMLIN                       ST,,34.1885,-118.4346
201204869,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2010,12,77th Street,1273,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1407 1100,0,X,X,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,753.0,998.0,,,90TH                         ST,S  HALLDALE                     AV,33.9559,-118.3025
201220192,09/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1,12,77th Street,1265,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1257 1279 0515 0541 0913 1812 0416 0522,4,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,812.0,815.0,,,8200 S  VERMONT                      AV,,33.9655,-118.2918
220114782,06/22/2022 12:00:00 AM,06/22/2022 12:00:00 AM,1510,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0444,46,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,CESAR E CHAVEZ,VIGNES,34.0566,-118.2318
231713412,08/01/2023 12:00:00 AM,08/01/2023 12:00:00 AM,840,17,Devonshire,1747,1,310,BURGLARY,1606 0352 1202 0321 0344,74,F,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,16800    MINNEHAHA                    ST,,34.2602,-118.498
211514633,09/16/2021 12:00:00 AM,09/01/2021 12:00:00 AM,1730,15,N Hollywood,1506,1,210,ROBBERY,0334 0344 1309 0216 1822,21,M,H,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,,,,7300    VINELAND                     AV,,34.2027,-118.3745
211509803,05/27/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1030,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,6300    RADFORD                      AV,,34.1849,-118.3922
201211768,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1635,12,77th Street,1249,1,210,ROBBERY,0342 1309 1822 0334 0302 0337 0355 0319 0421 0432,23,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,210.0,,,,FIGUEROA                     ST,65TH                         ST,33.9807,-118.2827
200514860,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2130,5,Harbor,514,1,330,BURGLARY FROM VEHICLE,0344 1300,45,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,1100 N  WILMINGTON                   BL,,33.7897,-118.2787
231308592,03/31/2023 12:00:00 AM,03/31/2023 12:00:00 AM,2110,13,Newton,1383,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 1202 0411 1822,68,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,5900 S  BROADWAY,,33.9869,-118.2783
220611468,06/05/2022 12:00:00 AM,06/05/2022 12:00:00 AM,1900,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,2002 0400 0416 1822 1501,20,F,B,728.0,ELEVATOR,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400 N  CAHUENGA                     BL,,34.0962,-118.3295
231805098,01/22/2023 12:00:00 AM,01/21/2022 12:00:00 AM,1500,18,Southeast,1841,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,800 W  110TH                        ST,,33.9356,-118.2894
221507543,03/26/2022 12:00:00 AM,03/26/2022 12:00:00 AM,200,15,N Hollywood,1548,1,210,ROBBERY,0416 0417 0352,24,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,LANKERSHIM                   BL,MAGNOLIA                     BL,34.1649,-118.3749
211211890,05/09/2021 12:00:00 AM,05/09/2021 12:00:00 AM,2130,12,77th Street,1213,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0913 1817,40,M,H,109.0,PARK/PLAYGROUND,204.0,FOLDING KNIFE,AO,Adult Other,230.0,,,,54TH                         ST,GRAMERCY                     PL,33.9932,-118.3139
221905583,02/11/2022 12:00:00 AM,02/10/2022 12:00:00 AM,1830,19,Mission,1972,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9000    COLUMBUS                     AV,,34.2337,-118.4654
221014018,09/15/2022 12:00:00 AM,09/15/2022 12:00:00 AM,300,10,West Valley,1004,2,624,BATTERY - SIMPLE ASSAULT,0417,31,M,H,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,18300    ROSCOE                       BL,,34.2208,-118.5317
222018425,09/16/2022 12:00:00 AM,09/14/2022 12:00:00 AM,145,20,Olympic,2001,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385 0344,31,M,W,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,331.0,,,,500 N  BEACHWOOD                    DR,,34.079,-118.3217
200415330,11/27/2020 12:00:00 AM,11/26/2020 12:00:00 AM,2100,4,Hollenbeck,449,2,624,BATTERY - SIMPLE ASSAULT,0446 2002 0913,45,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,EVERGREEN,WABASH,34.051,-118.1964
201607794,04/06/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1830,16,Foothill,1643,2,946,OTHER MISCELLANEOUS CRIME,,49,M,H,247.0,CAR WASH,,,IC,Invest Cont,946.0,,,,13300    VAN NUYS                     BL,,34.2655,-118.423
230404158,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,2239,4,Hollenbeck,453,2,624,BATTERY - SIMPLE ASSAULT,0446,36,M,H,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,,,,1700 E  CESAR E CHAVEZ               AV,,34.0512,-118.2176
210708519,05/06/2021 12:00:00 AM,05/05/2021 12:00:00 AM,600,7,Wilshire,737,2,354,THEFT OF IDENTITY,0930,50,F,K,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,400 S  ORANGE                       DR,,34.0649,-118.3419
220814442,09/13/2022 12:00:00 AM,09/07/2022 12:00:00 AM,1900,8,West LA,833,2,888,TRESPASSING,0358,0,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont,888.0,,,,1200    WESTWOOD                     BL,,34.0588,-118.4439
220806792,03/10/2022 12:00:00 AM,03/04/2022 12:00:00 AM,2316,8,West LA,852,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1251 1259 1906,16,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,1600    STONER                       AV,,34.042,-118.456
220512724,08/20/2022 12:00:00 AM,08/19/2022 12:00:00 AM,2200,5,Harbor,566,1,210,ROBBERY,1822 0344 0416,35,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,11TH                         ST,PACIFIC,33.7342,-118.2879
210617801,10/22/2021 12:00:00 AM,10/14/2021 12:00:00 AM,900,6,Hollywood,638,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1800 N  WILTON                       PL,,34.104,-118.3137
231811950,06/14/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1200,18,Southeast,1838,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0552 2021 0913 0344,42,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,10300    ANZAC                        AV,,33.9431,-118.2379
220113330,05/30/2022 12:00:00 AM,05/28/2022 12:00:00 AM,2030,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 1822 0344,26,F,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,341.0,,,,400 W  8TH                          ST,,34.0445,-118.2558
220714922,10/02/2022 12:00:00 AM,09/30/2022 12:00:00 AM,1614,7,Wilshire,721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0342 1822 0325 0344 0104,0,X,X,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,341.0,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
231513036,08/02/2023 12:00:00 AM,07/12/2023 12:00:00 AM,1800,15,N Hollywood,1504,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,54,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,11700    SHERMAN                      WY,,34.2012,-118.3878
210204987,01/27/2021 12:00:00 AM,01/27/2021 12:00:00 AM,1745,2,Rampart,236,1,330,BURGLARY FROM VEHICLE,1822 1300 1609 1307 0329,30,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,BEVERLY,BURLINGTON,34.065,-118.2666
211510234,06/08/2021 12:00:00 AM,06/07/2021 12:00:00 AM,2100,15,N Hollywood,1545,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5400    CARPENTER                    AV,,34.1687,-118.3911
221109454,05/21/2022 12:00:00 AM,05/20/2022 12:00:00 AM,1830,11,Northeast,1113,1,210,ROBBERY,0344 0432 0443 0319 0334 1309 0945,0,M,H,404.0,DEPARTMENT STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,2800    COLORADO                     BL,,34.1428,-118.2261
231913166,08/23/2023 12:00:00 AM,08/22/2023 12:00:00 AM,1200,19,Mission,1952,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,10000    ORION                        AV,,34.2521,-118.4718
210416155,12/22/2021 12:00:00 AM,12/22/2021 12:00:00 AM,1130,4,Hollenbeck,499,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1309,20,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,230.0,,,,3500    BESWICK                      ST,,34.0229,-118.201
210915657,10/23/2021 12:00:00 AM,10/22/2021 12:00:00 AM,1540,9,Van Nuys,941,2,624,BATTERY - SIMPLE ASSAULT,0337 0416 0444 1414 1420,37,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,15300    OXNARD                       ST,,34.1794,-118.4672
221417079,08/24/2022 12:00:00 AM,08/17/2022 12:00:00 AM,1130,14,Pacific,1413,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,F,W,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,341.0,,,,800    HAMPTON                      DR,,33.9936,-118.4742
230306277,02/13/2023 12:00:00 AM,02/13/2023 12:00:00 AM,2035,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0344 0416 0446 0913 1814 2000,43,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3900    GIBRALTAR                    AV,,34.0161,-118.3547
200709982,06/03/2020 12:00:00 AM,05/31/2020 12:00:00 AM,100,7,Wilshire,738,1,310,BURGLARY,1822 0344 0601 1609 1607,39,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,5000    WILSHIRE                     BL,,34.0621,-118.3385
201707107,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1200,17,Devonshire,1785,1,330,BURGLARY FROM VEHICLE,,28,M,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,330.0,,,,18100    NORDHOFF                     ST,,34.2355,-118.5274
231206610,02/12/2023 12:00:00 AM,02/12/2023 12:00:00 AM,940,12,77th Street,1218,1,210,ROBBERY,1822 0209 0216 1214 1310 0312 0302 0337 0355 0344,47,F,H,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,VERMONT                      AV,58TH                         ST,33.9897,-118.2915
231714782,09/06/2023 12:00:00 AM,09/06/2023 12:00:00 AM,1005,17,Devonshire,1729,1,310,BURGLARY,1202 0344 0321 1606 0352,64,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,17500    DONMETZ                      ST,,34.2745,-118.5153
221909533,05/15/2022 12:00:00 AM,05/15/2022 12:00:00 AM,800,19,Mission,1993,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,24,F,H,124.0,BUS STOP,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,VAN NUYS,BLYTHE,34.2179,-118.4626
220915704,11/03/2022 12:00:00 AM,11/02/2022 12:00:00 AM,2000,9,Van Nuys,939,2,625,OTHER ASSAULT,0447 0400,48,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625.0,,,,6300    COLDWATER CANYON             AV,,34.1781,-118.4179
221710744,06/28/2022 12:00:00 AM,06/28/2022 12:00:00 AM,1010,17,Devonshire,1782,2,624,BATTERY - SIMPLE ASSAULT,2004 0416 2028 1822,40,M,H,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,19300    PARTHENIA                    ST,,34.2312,-118.5632
221310506,05/02/2022 12:00:00 AM,05/02/2022 12:00:00 AM,346,13,Newton,1353,1,310,BURGLARY,0358 1607 0344 1822,0,X,X,406.0,OTHER STORE,,,IC,Invest Cont,310.0,,,,4300 S  CENTRAL                      AV,,34.0037,-118.2609
222008229,04/08/2022 12:00:00 AM,04/08/2022 12:00:00 AM,1000,20,Olympic,2088,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800    MENLO                        AV,,34.041,-118.2906
210809111,05/08/2021 12:00:00 AM,05/08/2021 12:00:00 AM,1200,8,West LA,881,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1803 0421 0302 0913,52,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,230.0,,,,11700    TENNESSEE                    AV,,34.0314,-118.4484
221418232,10/25/2022 12:00:00 AM,10/25/2022 12:00:00 AM,1645,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,38,M,H,117.0,BEACH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,1800    OCEAN FRONT                  WK,,33.9858,-118.4728
211311289,06/16/2021 12:00:00 AM,06/16/2021 12:00:00 AM,915,13,Newton,1321,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 1307,63,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1900 S  BROADWAY,,34.0294,-118.2671
201007226,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1027,10,West Valley,1079,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0352 1420 0326 0202 0394,30,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,5100    GAVIOTA                      AV,,34.1623,-118.4814
200210204,05/14/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1600,2,Rampart,221,1,520,VEHICLE - ATTEMPT STOLEN,1822 0329 1607 1302,59,M,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,4200    ROSEWOOD                     AV,,34.0791,-118.2958
200904443,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1830,9,Van Nuys,901,1,310,BURGLARY,0344,22,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,7200    SEPULVEDA                    BL,,34.2085,-118.4698
210713242,09/17/2021 12:00:00 AM,09/14/2021 12:00:00 AM,30,7,Wilshire,752,1,210,ROBBERY,0945 1822 0344 0421,50,F,O,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,1000 S  FAIRFAX                      AV,,34.0558,-118.3706
221820075,11/02/2022 12:00:00 AM,11/01/2022 12:00:00 AM,2100,18,Southeast,1863,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,400 E  119TH                        ST,,33.9247,-118.2674
211116786,12/24/2021 12:00:00 AM,12/17/2021 12:00:00 AM,624,11,Northeast,1132,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,72,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,2900    WAVERLY                      DR,,34.1094,-118.2653
231313423,07/05/2023 12:00:00 AM,07/05/2023 12:00:00 AM,1400,13,Newton,1361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0202 1822 2004 1309,45,M,H,104.0,DRIVEWAY,307.0,VEHICLE,AA,Adult Arrest,230.0,,,,100 W  48TH                         ST,,33.9992,-118.274
222019747,12/23/2022 12:00:00 AM,12/23/2022 12:00:00 AM,1600,20,Olympic,2027,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,3400 W  6TH                          ST,,34.0636,-118.2954
230105019,01/16/2023 12:00:00 AM,01/16/2023 12:00:00 AM,1140,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,1218 0910 1822 0416 2033 2049 2051,50,F,H,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH,SAN JULIAN,34.0423,-118.2453
232113688,09/04/2023 12:00:00 AM,09/04/2023 12:00:00 AM,310,21,Topanga,2113,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1402 1602 0327,56,M,H,101.0,STREET,,,IC,Invest Cont,421.0,998.0,,,22400    STRATHERN                    ST,,34.2155,-118.6147
211709159,04/27/2021 12:00:00 AM,04/15/2021 12:00:00 AM,2000,17,Devonshire,1729,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 1414 1402,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,11100    BALBOA                       BL,,34.2757,-118.5144
220204505,01/11/2022 12:00:00 AM,01/02/2022 12:00:00 AM,2020,2,Rampart,269,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,M,Z,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,480.0,,,700 S  BIXEL                        ST,,34.0509,-118.2642
221209859,04/13/2022 12:00:00 AM,04/12/2022 12:00:00 AM,1900,12,77th Street,1259,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,700 E  74TH                         ST,,33.973,-118.263
200714772,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,230,7,Wilshire,752,1,310,BURGLARY,1822 0314 1602 0344 1402,24,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,1200 S  FAIRFAX                      AV,,34.0558,-118.3706
200611346,06/12/2020 12:00:00 AM,04/01/2020 12:00:00 AM,900,6,Hollywood,663,2,354,THEFT OF IDENTITY,0377 0928,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1200 N  LAS PALMAS                   AV,,34.0926,-118.3363
201709649,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,1220,17,Devonshire,1794,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8300    RESEDA                       BL,,34.2207,-118.5361
210204754,01/21/2021 12:00:00 AM,01/03/2021 12:00:00 AM,900,2,Rampart,205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,20,X,X,101.0,STREET,,,IC,Invest Cont,740.0,,,,2700 W  SUNSET                       BL,,34.0806,-118.2704
230616673,10/18/2023 12:00:00 AM,10/14/2023 12:00:00 AM,2100,6,Hollywood,636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,1700    WHITLEY                      AV,,34.1016,-118.3333
